project_id	workflow	experimental_strategy	aliquot	reason
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-A6-2672-01B-03D-2301-10	Failed Harmonization
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-A6-2684-10A-01D-2188-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-A6-3809-10A-01D-1459-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-A6-3810-10A-01D-1459-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-A6-5656-10A-01D-1835-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-A6-5659-10A-01D-A270-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-A6-6650-10A-01D-A270-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-A6-6780-10A-01D-1835-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-A6-6781-10A-01D-A270-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-AA-3524-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-AA-3526-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-AA-3529-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-AA-3530-10A-01W-0995-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-AA-3532-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-AA-3534-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-AA-3710-10A-01W-1982-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-AA-3833-10A-01W-0900-09	Unpaired Aliquots
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-AA-3877-10A-01W-0995-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-AA-3949-10A-01W-0995-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-AA-3977-10A-01W-1982-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-AA-3984-10A-01W-0999-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-AA-A00N-10A-01W-A00E-09	Unpaired Aliquots
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-AA-A010-10A-01W-A00E-09	Unpaired Aliquots
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-AA-A01P-11A-11W-A096-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-AA-A01R-11A-12W-A096-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-AA-A022-11A-11W-A096-10	Unpaired Aliquots
TCGA-COAD	SomaticSniper Annotation	WXS	TCGA-AZ-4615-10A-01D-1408-10	Unpaired Aliquots
TCGA-COAD	VarScan2	WXS	TCGA-A6-2684-10A-01D-2188-10	Unpaired Aliquots
TCGA-COAD	VarScan2	WXS	TCGA-A6-3809-10A-01D-1459-10	Unpaired Aliquots
TCGA-COAD	VarScan2	WXS	TCGA-A6-3810-10A-01D-1459-10	Unpaired Aliquots
TCGA-COAD	VarScan2	WXS	TCGA-A6-5656-10A-01D-1835-10	Unpaired Aliquots
TCGA-COAD	VarScan2	WXS	TCGA-A6-5659-10A-01D-A270-10	Unpaired Aliquots
TCGA-COAD	VarScan2	WXS	TCGA-A6-6650-10A-01D-A270-10	Unpaired Aliquots
TCGA-COAD	VarScan2	WXS	TCGA-A6-6780-10A-01D-1835-10	Unpaired Aliquots
TCGA-COAD	VarScan2	WXS	TCGA-A6-6781-10A-01D-A270-10	Unpaired Aliquots
TCGA-COAD	VarScan2	WXS	TCGA-AA-3524-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	VarScan2	WXS	TCGA-AA-3526-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	VarScan2	WXS	TCGA-AA-3529-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	VarScan2	WXS	TCGA-AA-3530-10A-01W-0995-10	Unpaired Aliquots
TCGA-COAD	VarScan2	WXS	TCGA-AA-3532-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	VarScan2	WXS	TCGA-AA-3534-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	VarScan2	WXS	TCGA-AA-3710-10A-01W-1982-10	Unpaired Aliquots
TCGA-COAD	VarScan2	WXS	TCGA-AA-3833-10A-01W-0900-09	Unpaired Aliquots
TCGA-COAD	VarScan2	WXS	TCGA-AA-3877-10A-01W-0995-10	Unpaired Aliquots
TCGA-COAD	VarScan2	WXS	TCGA-AA-3949-10A-01W-0995-10	Unpaired Aliquots
TCGA-COAD	VarScan2	WXS	TCGA-AA-3977-10A-01W-1982-10	Unpaired Aliquots
TCGA-COAD	VarScan2	WXS	TCGA-AA-3984-10A-01W-0999-10	Unpaired Aliquots
TCGA-COAD	VarScan2	WXS	TCGA-AA-A00N-10A-01W-A00E-09	Unpaired Aliquots
TCGA-COAD	VarScan2	WXS	TCGA-AA-A010-10A-01W-A00E-09	Unpaired Aliquots
TCGA-COAD	VarScan2	WXS	TCGA-AA-A01P-11A-11W-A096-10	Unpaired Aliquots
TCGA-COAD	VarScan2	WXS	TCGA-AA-A01R-11A-12W-A096-10	Unpaired Aliquots
TCGA-COAD	VarScan2	WXS	TCGA-AA-A022-11A-11W-A096-10	Unpaired Aliquots
TCGA-COAD	VarScan2	WXS	TCGA-AZ-4615-10A-01D-1408-10	Unpaired Aliquots
TCGA-COAD	VarScan2 Annotation	WXS	TCGA-A6-2672-01B-03D-2301-10	Failed Harmonization
TCGA-COAD	VarScan2 Annotation	WXS	TCGA-A6-2684-10A-01D-2188-10	Unpaired Aliquots
TCGA-COAD	VarScan2 Annotation	WXS	TCGA-A6-3809-10A-01D-1459-10	Unpaired Aliquots
TCGA-COAD	VarScan2 Annotation	WXS	TCGA-A6-3810-10A-01D-1459-10	Unpaired Aliquots
TCGA-COAD	VarScan2 Annotation	WXS	TCGA-A6-5656-10A-01D-1835-10	Unpaired Aliquots
TCGA-COAD	VarScan2 Annotation	WXS	TCGA-A6-5659-10A-01D-A270-10	Unpaired Aliquots
TCGA-COAD	VarScan2 Annotation	WXS	TCGA-A6-6650-10A-01D-A270-10	Unpaired Aliquots
TCGA-COAD	VarScan2 Annotation	WXS	TCGA-A6-6780-10A-01D-1835-10	Unpaired Aliquots
TCGA-COAD	VarScan2 Annotation	WXS	TCGA-A6-6781-10A-01D-A270-10	Unpaired Aliquots
TCGA-COAD	VarScan2 Annotation	WXS	TCGA-AA-3524-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	VarScan2 Annotation	WXS	TCGA-AA-3526-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	VarScan2 Annotation	WXS	TCGA-AA-3529-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	VarScan2 Annotation	WXS	TCGA-AA-3530-10A-01W-0995-10	Unpaired Aliquots
TCGA-COAD	VarScan2 Annotation	WXS	TCGA-AA-3532-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	VarScan2 Annotation	WXS	TCGA-AA-3534-10A-01W-0831-10	Unpaired Aliquots
TCGA-COAD	VarScan2 Annotation	WXS	TCGA-AA-3710-10A-01W-1982-10	Unpaired Aliquots
TCGA-COAD	VarScan2 Annotation	WXS	TCGA-AA-3833-10A-01W-0900-09	Unpaired Aliquots
TCGA-COAD	VarScan2 Annotation	WXS	TCGA-AA-3877-10A-01W-0995-10	Unpaired Aliquots
TCGA-COAD	VarScan2 Annotation	WXS	TCGA-AA-3949-10A-01W-0995-10	Unpaired Aliquots
TCGA-COAD	VarScan2 Annotation	WXS	TCGA-AA-3977-10A-01W-1982-10	Unpaired Aliquots
TCGA-COAD	VarScan2 Annotation	WXS	TCGA-AA-3984-10A-01W-0999-10	Unpaired Aliquots
TCGA-COAD	VarScan2 Annotation	WXS	TCGA-AA-A00N-10A-01W-A00E-09	Unpaired Aliquots
TCGA-COAD	VarScan2 Annotation	WXS	TCGA-AA-A010-10A-01W-A00E-09	Unpaired Aliquots
TCGA-COAD	VarScan2 Annotation	WXS	TCGA-AA-A01P-11A-11W-A096-10	Unpaired Aliquots
TCGA-COAD	VarScan2 Annotation	WXS	TCGA-AA-A01R-11A-12W-A096-10	Unpaired Aliquots
TCGA-COAD	VarScan2 Annotation	WXS	TCGA-AA-A022-11A-11W-A096-10	Unpaired Aliquots
TCGA-COAD	VarScan2 Annotation	WXS	TCGA-AZ-4615-10A-01D-1408-10	Unpaired Aliquots
TCGA-DLBC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-GR-A4D9-01B-11D-A31X-10	Contamination
TCGA-DLBC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-GR-A4D9-10A-01D-A31X-10	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-06-0142-01A-01D-1490-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-06-0142-10A-01D-1490-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-06-0192-01B-01W-0348-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-06-1801-01A-02W-0643-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-06-1801-10A-01W-0643-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-06-1802-01A-01W-0643-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-06-1802-10A-01W-0643-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-06-1805-01A-01W-0643-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-06-1805-10A-01W-0644-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-06-2566-01A-01W-0837-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-06-2566-10A-01W-0837-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-12-0772-01A-01W-0348-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-12-0772-10A-01W-0348-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-12-0778-01A-01W-0348-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-12-0778-10A-01W-0348-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-12-0822-01A-01W-0424-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-12-0822-10A-01W-0424-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-12-0828-01A-01W-0424-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-12-0828-10A-01W-0424-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-14-0787-01A-01W-0424-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-14-0813-01A-01W-0424-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-14-0817-01A-01W-0424-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-14-0866-01B-01W-0643-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-14-0866-10A-01W-0643-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-14-0867-01A-01W-0424-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-14-0867-10A-01W-0424-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-14-1456-01B-01W-0837-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-14-1458-01A-01W-0643-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-14-1458-10A-01W-0643-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-14-1794-01A-01W-0643-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-14-1794-10A-01W-0643-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-15-1444-01A-02D-1696-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-15-1444-10A-01D-1696-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-19-1388-01A-01W-0643-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-19-1388-10C-01W-0643-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-19-1389-01A-01W-0643-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-19-2619-01A-01D-1495-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-19-2619-01A-01W-0922-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-19-2619-10A-01D-1495-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-19-2623-01A-01W-0922-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-19-5952-01A-11D-1696-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-19-5952-10A-01D-1696-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-26-5132-01A-01D-1486-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-26-5132-10A-01D-1486-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-27-1830-01A-01W-0643-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-27-1836-01A-01W-0837-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-27-1838-01A-01W-0837-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-28-1753-01A-01W-0837-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-28-1760-01A-01W-0643-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-28-1760-10A-01W-0643-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-28-2506-01A-02W-0837-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-28-2506-10A-01W-0838-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-28-5207-01A-01D-1486-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-28-5207-10A-01D-1486-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-32-4719-01A-01D-1353-08	Contamination
TCGA-GBM	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-32-4719-10A-01D-1353-08	Contamination
TCGA-HNSC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-H7-8502-01A-11D-2394-08	Contamination
TCGA-HNSC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-H7-8502-10A-01D-2394-08	Contamination
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A3-3308-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A3-3311-01A-01W-0886-08	Contamination
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A3-3316-01A-01W-0886-08	Contamination
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A3-3320-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A3-3322-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A3-3326-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A3-3346-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A3-3365-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A3-3372-01A-01D-0966-08	Contamination
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A3-3374-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A3-3378-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A3-3380-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A3-3382-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-A3-3383-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-AK-3427-10A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-AK-3440-10A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-AK-3443-10A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-AK-3444-10A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-AK-3447-10A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-AK-3453-10A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-AS-3777-10A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-AS-3778-10A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-B0-5102-01A-01D-1421-08	Contamination
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-B0-5102-11A-01D-1421-08	Contamination
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-B0-5399-01A-01D-1501-10	Contamination
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-B0-5399-10A-01D-1501-10	Contamination
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-B0-5694-01A-11D-1534-10	Contamination
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-B0-5694-11A-01D-1534-10	Contamination
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-B2-5633-10A-01D-A270-10	Unpaired Aliquots
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-B2-5635-10A-01D-1535-10	Unpaired Aliquots
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-B4-5378-01A-01D-1501-10	Contamination
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-B4-5378-10A-01D-1501-10	Contamination
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-BP-4975-01A-01D-1462-08	Contamination
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-BP-4975-11A-01D-1462-08	Contamination
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-CW-5584-01A-01D-1534-10	Contamination
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-CW-5584-11A-01D-1535-10	Contamination
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-CZ-4866-01A-01D-1501-10	Contamination
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-CZ-4866-11A-01D-1501-10	Contamination
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-CZ-5464-01A-01D-1501-10	Contamination
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-CZ-5464-11A-01D-1501-10	Contamination
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-CZ-5467-01A-01D-1501-10	Contamination
TCGA-KIRC	Aliquot Ensemble Somatic Variant Merging and Masking	WXS	TCGA-CZ-5467-11A-01D-1501-10	Contamination
TCGA-KIRC	MuSE	WXS	TCGA-A3-3308-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuSE	WXS	TCGA-A3-3320-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuSE	WXS	TCGA-A3-3322-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuSE	WXS	TCGA-A3-3326-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuSE	WXS	TCGA-A3-3346-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuSE	WXS	TCGA-A3-3365-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuSE	WXS	TCGA-A3-3374-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuSE	WXS	TCGA-A3-3378-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuSE	WXS	TCGA-A3-3380-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuSE	WXS	TCGA-A3-3382-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuSE	WXS	TCGA-A3-3383-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuSE	WXS	TCGA-AK-3427-10A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuSE	WXS	TCGA-AK-3440-10A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuSE	WXS	TCGA-AK-3443-10A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuSE	WXS	TCGA-AK-3444-10A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuSE	WXS	TCGA-AK-3447-10A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuSE	WXS	TCGA-AK-3453-10A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuSE	WXS	TCGA-AS-3777-10A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuSE	WXS	TCGA-AS-3778-10A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuSE	WXS	TCGA-B2-5633-10A-01D-A270-10	Unpaired Aliquots
TCGA-KIRC	MuSE	WXS	TCGA-B2-5635-10A-01D-1535-10	Unpaired Aliquots
TCGA-KIRC	MuSE Annotation	WXS	TCGA-A3-3308-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuSE Annotation	WXS	TCGA-A3-3320-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuSE Annotation	WXS	TCGA-A3-3322-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuSE Annotation	WXS	TCGA-A3-3326-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuSE Annotation	WXS	TCGA-A3-3346-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuSE Annotation	WXS	TCGA-A3-3365-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuSE Annotation	WXS	TCGA-A3-3374-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuSE Annotation	WXS	TCGA-A3-3378-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuSE Annotation	WXS	TCGA-A3-3380-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuSE Annotation	WXS	TCGA-A3-3382-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuSE Annotation	WXS	TCGA-A3-3383-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuSE Annotation	WXS	TCGA-AK-3427-10A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuSE Annotation	WXS	TCGA-AK-3440-10A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuSE Annotation	WXS	TCGA-AK-3443-10A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuSE Annotation	WXS	TCGA-AK-3444-10A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuSE Annotation	WXS	TCGA-AK-3447-10A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuSE Annotation	WXS	TCGA-AK-3453-10A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuSE Annotation	WXS	TCGA-AS-3777-10A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuSE Annotation	WXS	TCGA-AS-3778-10A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuSE Annotation	WXS	TCGA-B2-5633-10A-01D-A270-10	Unpaired Aliquots
TCGA-KIRC	MuSE Annotation	WXS	TCGA-B2-5635-10A-01D-1535-10	Unpaired Aliquots
TCGA-KIRC	MuTect2	WXS	TCGA-A3-3308-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuTect2	WXS	TCGA-A3-3320-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuTect2	WXS	TCGA-A3-3322-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuTect2	WXS	TCGA-A3-3326-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuTect2	WXS	TCGA-A3-3346-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuTect2	WXS	TCGA-A3-3365-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuTect2	WXS	TCGA-A3-3374-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuTect2	WXS	TCGA-A3-3378-11A-01W-0886-08	Unpaired Aliquots
TCGA-KIRC	MuTect2	WXS	TCGA-A3-3380-11A-01W-0886-08	Unpaired Aliquots
